user_id,created,url
1627,2022/12/19 21:55:01,www.udemy.com/topic/topicA
888,2022/12/26 12:51:00,www.udemy.com/topic/topicA
716,2023/01/16 16:26:13,www.udemy.com/topic/topicA
1994,2022/11/15 15:09:44,www.udemy.com/topic/topicA
1775,2022/11/02 4:09:06,www.udemy.com/topic/topicA
45,2022/11/10 3:59:44,www.udemy.com/topic/topicA
1847,2022/11/24 18:20:17,www.udemy.com/topic/topicA
1195,2022/12/18 1:50:25,www.udemy.com/topic/topicA
1916,2022/12/11 19:06:05,www.udemy.com/topic/topicA
1802,2022/11/28 5:12:11,www.udemy.com/topic/topicA
941,2023/01/01 12:49:41,www.udemy.com/topic/topicA
1135,2022/11/04 0:49:55,www.udemy.com/topic/topicA
1216,2022/12/13 17:09:46,www.udemy.com/topic/topicA
646,2023/01/21 6:55:06,www.udemy.com/topic/topicA
1778,2022/12/28 20:24:43,www.udemy.com/topic/topicA
986,2022/11/05 8:42:44,www.udemy.com/topic/topicA
1854,2022/12/09 14:21:17,www.udemy.com/topic/topicA
1579,2022/11/15 8:17:23,www.udemy.com/topic/topicA
374,2023/01/05 6:17:16,www.udemy.com/topic/topicA
210,2022/11/20 11:15:40,www.udemy.com/topic/topicA
1752,2022/12/14 11:32:02,www.udemy.com/topic/topicA
1041,2022/12/03 17:20:48,www.udemy.com/topic/topicA
496,2022/11/29 17:48:59,www.udemy.com/topic/topicA
746,2022/12/30 22:53:21,www.udemy.com/topic/topicA
1156,2022/11/27 16:28:41,www.udemy.com/topic/topicA
34,2022/12/26 4:34:06,www.udemy.com/topic/topicA
290,2022/12/19 6:35:08,www.udemy.com/topic/topicA
1971,2022/12/11 3:42:49,www.udemy.com/topic/topicA
864,2022/11/07 20:27:45,www.udemy.com/topic/topicA
533,2022/12/13 6:12:54,www.udemy.com/topic/topicA
891,2022/11/09 12:07:07,www.udemy.com/topic/topicA
1779,2022/11/10 18:18:18,www.udemy.com/topic/topicA
139,2022/11/16 15:27:57,www.udemy.com/topic/topicA
1121,2022/11/19 22:03:39,www.udemy.com/topic/topicA
284,2022/12/26 9:18:52,www.udemy.com/topic/topicA
1705,2022/11/06 11:18:16,www.udemy.com/topic/topicA
1171,2022/11/09 22:56:03,www.udemy.com/topic/topicA
1915,2022/12/11 23:20:20,www.udemy.com/topic/topicA
317,2022/11/05 5:56:39,www.udemy.com/topic/topicA
1827,2022/12/21 0:24:57,www.udemy.com/topic/topicA
289,2022/11/13 10:16:07,www.udemy.com/topic/topicA
1536,2022/11/06 23:12:39,www.udemy.com/topic/topicA
517,2022/11/24 19:38:11,www.udemy.com/topic/topicA
514,2022/11/30 21:55:28,www.udemy.com/topic/topicA
146,2023/01/02 5:04:40,www.udemy.com/topic/topicA
96,2022/11/16 18:47:41,www.udemy.com/topic/topicA
596,2022/11/15 17:41:04,www.udemy.com/topic/topicA
320,2023/01/14 20:11:47,www.udemy.com/topic/topicA
1783,2022/11/28 1:22:38,www.udemy.com/topic/topicA
1768,2023/01/04 16:02:46,www.udemy.com/topic/topicA
1459,2022/11/17 11:52:25,www.udemy.com/topic/topicA
890,2022/12/12 11:39:18,www.udemy.com/topic/topicA
1981,2023/01/13 10:17:31,www.udemy.com/topic/topicA
536,2022/11/23 14:13:15,www.udemy.com/topic/topicA
1881,2022/12/04 3:15:04,www.udemy.com/topic/topicA
1768,2022/11/20 13:35:04,www.udemy.com/topic/topicA
469,2023/01/17 20:58:59,www.udemy.com/topic/topicA
1785,2022/11/09 17:08:09,www.udemy.com/topic/topicA
1594,2022/11/07 10:01:15,www.udemy.com/topic/topicA
556,2023/01/23 19:12:08,www.udemy.com/topic/topicA
940,2022/12/15 17:04:38,www.udemy.com/topic/topicA
839,2022/11/04 23:57:41,www.udemy.com/topic/topicA
1235,2022/12/21 11:54:05,www.udemy.com/topic/topicA
622,2023/01/24 19:36:34,www.udemy.com/topic/topicA
863,2023/01/20 11:49:52,www.udemy.com/topic/topicA
1798,2022/12/15 13:16:15,www.udemy.com/topic/topicA
1191,2022/12/07 5:36:21,www.udemy.com/topic/topicA
27,2022/11/06 7:00:39,www.udemy.com/topic/topicA
1633,2023/01/17 10:11:45,www.udemy.com/topic/topicA
1276,2022/11/08 8:31:37,www.udemy.com/topic/topicA
1767,2023/01/12 6:17:06,www.udemy.com/topic/topicA
602,2023/01/28 1:54:26,www.udemy.com/topic/topicA
1394,2022/11/03 11:59:30,www.udemy.com/topic/topicA
52,2022/12/09 3:20:34,www.udemy.com/topic/topicA
337,2023/01/20 22:38:12,www.udemy.com/topic/topicA
271,2022/11/13 12:15:08,www.udemy.com/topic/topicA
1271,2022/12/13 19:14:31,www.udemy.com/topic/topicA
1119,2022/11/05 2:13:49,www.udemy.com/topic/topicA
1800,2022/12/31 18:02:14,www.udemy.com/topic/topicA
463,2022/12/07 19:59:45,www.udemy.com/topic/topicA
1563,2022/11/25 1:48:24,www.udemy.com/topic/topicA
206,2022/12/13 9:51:05,www.udemy.com/topic/topicA
231,2022/12/08 5:54:17,www.udemy.com/topic/topicA
281,2022/11/19 17:50:26,www.udemy.com/topic/topicA
769,2022/12/06 13:16:37,www.udemy.com/topic/topicA
106,2022/11/05 22:04:59,www.udemy.com/topic/topicA
1423,2022/12/21 11:07:03,www.udemy.com/topic/topicA
1395,2022/11/25 6:45:36,www.udemy.com/topic/topicA
1643,2023/01/02 14:14:42,www.udemy.com/topic/topicA
1427,2022/11/07 17:02:27,www.udemy.com/topic/topicA
1876,2023/01/27 15:16:26,www.udemy.com/topic/topicA
1975,2022/11/04 16:59:00,www.udemy.com/topic/topicA
896,2022/12/13 18:26:44,www.udemy.com/topic/topicA
194,2023/01/29 2:04:58,www.udemy.com/topic/topicA
1002,2022/12/19 13:01:28,www.udemy.com/topic/topicA
1259,2022/11/04 2:50:15,www.udemy.com/topic/topicA
116,2022/11/11 2:30:25,www.udemy.com/topic/topicA
1254,2023/01/02 20:52:13,www.udemy.com/topic/topicA
1522,2022/11/30 6:00:24,www.udemy.com/topic/topicA
807,2022/12/27 17:04:38,www.udemy.com/topic/topicA
1918,2022/12/21 6:21:43,www.udemy.com/topic/topicA
1559,2022/11/06 8:32:51,www.udemy.com/topic/topicA
999,2022/12/10 5:58:05,www.udemy.com/topic/topicA
1555,2022/12/30 14:54:28,www.udemy.com/topic/topicA
1228,2022/12/23 15:13:58,www.udemy.com/topic/topicA
25,2022/12/17 1:32:18,www.udemy.com/topic/topicA
1038,2022/12/02 2:46:26,www.udemy.com/topic/topicA
781,2022/12/28 1:27:43,www.udemy.com/topic/topicA
734,2022/11/17 17:23:15,www.udemy.com/topic/topicA
1199,2022/11/10 10:19:51,www.udemy.com/topic/topicA
1152,2022/12/27 15:14:20,www.udemy.com/topic/topicA
1838,2022/12/28 0:49:20,www.udemy.com/topic/topicA
135,2022/12/27 13:42:24,www.udemy.com/topic/topicA
5,2022/12/14 7:03:24,www.udemy.com/topic/topicA
81,2022/12/10 0:08:54,www.udemy.com/topic/topicA
627,2022/11/07 16:51:25,www.udemy.com/topic/topicA
712,2023/01/29 22:27:21,www.udemy.com/topic/topicA
634,2022/12/23 16:48:41,www.udemy.com/topic/topicA
1091,2022/12/26 4:43:09,www.udemy.com/topic/topicA
1610,2022/11/27 22:31:49,www.udemy.com/topic/topicA
1761,2023/01/01 8:58:13,www.udemy.com/topic/topicA
1757,2022/12/18 19:00:02,www.udemy.com/topic/topicA
1061,2023/01/01 1:46:28,www.udemy.com/topic/topicA
1367,2022/11/10 19:54:04,www.udemy.com/topic/topicA
998,2023/01/12 0:14:10,www.udemy.com/topic/topicA
1355,2022/12/19 14:12:45,www.udemy.com/topic/topicA
1265,2022/12/15 16:01:49,www.udemy.com/topic/topicA
1944,2022/11/15 10:05:50,www.udemy.com/topic/topicA
1727,2022/11/06 1:50:25,www.udemy.com/topic/topicA
727,2022/11/17 4:13:53,www.udemy.com/topic/topicA
1785,2022/12/27 10:20:52,www.udemy.com/topic/topicA
767,2022/11/19 5:27:37,www.udemy.com/topic/topicA
317,2023/01/02 5:44:00,www.udemy.com/topic/topicA
189,2022/11/08 12:51:56,www.udemy.com/topic/topicA
202,2022/12/25 4:02:13,www.udemy.com/topic/topicA
415,2022/11/05 22:26:18,www.udemy.com/topic/topicA
1322,2022/11/21 6:05:18,www.udemy.com/topic/topicA
1852,2022/12/27 7:13:59,www.udemy.com/topic/topicA
207,2022/12/28 16:36:56,www.udemy.com/topic/topicA
1667,2022/12/22 0:08:49,www.udemy.com/topic/topicA
1665,2022/11/07 1:36:22,www.udemy.com/topic/topicA
1627,2023/01/03 21:54:34,www.udemy.com/topic/topicA
1367,2023/01/29 9:36:55,www.udemy.com/topic/topicA
1770,2022/12/13 8:01:06,www.udemy.com/topic/topicA
1186,2023/01/05 10:09:53,www.udemy.com/topic/topicA
423,2022/12/23 9:38:33,www.udemy.com/topic/topicA
702,2023/01/27 23:43:07,www.udemy.com/topic/topicA
1905,2022/12/04 22:26:07,www.udemy.com/topic/topicA
1289,2022/11/14 12:16:37,www.udemy.com/topic/topicA
216,2022/12/16 13:17:58,www.udemy.com/topic/topicA
46,2022/11/15 11:34:57,www.udemy.com/topic/topicA
474,2022/12/04 4:27:28,www.udemy.com/topic/topicA
1139,2022/11/05 2:55:40,www.udemy.com/topic/topicA
1185,2023/01/29 11:31:21,www.udemy.com/topic/topicA
1412,2022/11/19 8:30:37,www.udemy.com/topic/topicA
8,2023/01/21 0:55:02,www.udemy.com/topic/topicA
468,2022/11/30 12:06:31,www.udemy.com/topic/topicA
1269,2022/12/17 20:59:45,www.udemy.com/topic/topicA
1006,2023/01/07 6:50:58,www.udemy.com/topic/topicA
580,2022/12/30 13:31:04,www.udemy.com/topic/topicA
415,2022/11/09 4:42:52,www.udemy.com/topic/topicA
1686,2022/11/29 13:03:31,www.udemy.com/topic/topicA
634,2022/12/26 15:55:38,www.udemy.com/topic/topicA
1997,2022/11/16 23:20:34,www.udemy.com/topic/topicA
1489,2022/11/29 4:00:46,www.udemy.com/topic/topicA
840,2022/12/02 11:43:07,www.udemy.com/topic/topicA
142,2022/11/26 9:16:06,www.udemy.com/topic/topicA
1255,2022/11/01 4:14:47,www.udemy.com/topic/topicA
113,2023/01/21 16:39:50,www.udemy.com/topic/topicA
698,2023/01/03 6:40:43,www.udemy.com/topic/topicA
1426,2022/12/19 0:23:40,www.udemy.com/topic/topicA
704,2023/01/04 6:25:16,www.udemy.com/topic/topicA
1157,2023/01/05 19:44:15,www.udemy.com/topic/topicA
1048,2022/12/24 11:03:25,www.udemy.com/topic/topicA
1291,2023/01/27 19:45:42,www.udemy.com/topic/topicA
113,2023/01/25 20:15:55,www.udemy.com/topic/topicA
134,2022/12/12 8:58:05,www.udemy.com/topic/topicA
1096,2022/11/27 10:46:04,www.udemy.com/topic/topicA
687,2023/01/15 6:36:36,www.udemy.com/topic/topicA
803,2023/01/26 0:14:52,www.udemy.com/topic/topicA
459,2022/11/24 18:23:20,www.udemy.com/topic/topicA
95,2023/01/02 8:20:07,www.udemy.com/topic/topicA
617,2023/01/09 3:07:31,www.udemy.com/topic/topicA
1092,2022/11/30 13:45:43,www.udemy.com/topic/topicA
1593,2022/11/22 7:02:08,www.udemy.com/topic/topicA
